HumanGeneID,MouseOrthologGeneID,Symbol,Synonyms,Description,MitoCarta3.0_List,MitoCarta3.0_Evidence,MitoCarta3.0_SubMitoLocalization,MitoCarta3.0_MitoPathways,TrainingDataset,MitoCarta2.0_Score,MitoCarta2.0_FDR,MitoCarta2.0_List,MitoCarta2.0_Evidence,EnsemblGeneID_mapping_version_20200130,UniProt,ProteinLength,TargetP_Score,MitoDomain_Score,CoexpressionGnfN50_Score,PGC_Induction_Score,YeastMitoHomolog_Score,RickettsiaHomolog_Score,MSMS_Score,hg19_Chromosome,hg19_Start,hg19_Stop,MSMS_NUM_TISSUES,MSMS_NUM_PEPTIDES_UNIQUE,MSMS_NUM_SPECTRA,MSMS_TOTAL_INTENSITY,MSMS_PERCENT_COVERAGE,Tissues,cerebrum_total_peak_intensity_log10,cerebellum_total_peak_intensity_log10,brainstem_total_peak_intensity_log10,spinalcord_total_peak_intensity_log10,kidney_total_peak_intensity_log10,liver_total_peak_intensity_log10,heart_total_peak_intensity_log10,skeletalmuscle_total_peak_intensity_log10,adipose_total_peak_intensity_log10,smallintestine_total_peak_intensity_log10,largeintestine_total_peak_intensity_log10,stomach_total_peak_intensity_log10,placenta_total_peak_intensity_log10,testis_total_peak_intensity_log10,HPA_Main_Location_2020 (Reliability)
10128,72416.0,LRPPRC,CLONE-23970|GP130|LRP130|LSFC,leucine rich pentatricopeptide repeat containing,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression++, MS/MS++",Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation,Tmito,37.7054,0.0,1.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression++, MS/MS++",ENSG00000138095,P42704,1394,1.0,SharedDomain,47.0,2.59,OrthologMitoHighConf,NoHomolog,75-100pure,chr2,44113362.0,44223144.0,14.0,145.0,5900.0,276000000000.0,90.0,all 14,10.2,10.4,10.4,9.4,10.8,9.8,9.6,10.3,9.9,10.2,10.5,10.2,10.2,10.5,Mitochondria (Enhanced)
1743,78920.0,DLST,DLTS|KGD2|PGL7,dihydrolipoamide S-succinyltransferase,MitoCarta3.0,"literature, APEX_IMS, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS+",Matrix,Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Amino acid metabolism > Lysine metabolism,Tmito,37.6758,0.0,1.0,"literature, APEX_IMS, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS+",ENSG00000119689,P36957,453,2.0,MitoDomain,42.0,1.79,OrthologMitoLowConf,Homolog,25-50pure,chr14,75348593.0,75370450.0,14.0,27.0,1780.0,109000000000.0,46.0,all 14,9.7,9.3,9.7,9.7,10.2,9.6,10.1,9.7,9.9,10.3,9.6,9.9,9.9,9.3,
8050,27402.0,PDHX,DLDBP|E3BP|OPDX|PDHXD|PDX1|proX,pyruvate dehydrogenase complex component X,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS+",Matrix,Metabolism > Carbohydrate metabolism > Pyruvate metabolism,Tmito,37.6758,0.0,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS+",ENSG00000110435,O00330,501,2.0,MitoDomain,41.0,2.28,OrthologMitoLowConf,Homolog,25-50pure,chr11,34937676.0,35017675.0,14.0,26.0,569.0,18600000000.0,49.0,all 14,9.3,8.7,9.3,8.8,9.0,8.3,9.5,9.3,9.4,8.7,8.6,8.9,8.9,9.2,Nucleoplasm;Plasma membrane (Approved)
85476,28030.0,GFM1,COXPD1|EFG|EFG1|EFGM|EGF1|GFM|hEFG1|mtEF-G1,G elongation factor mitochondrial 1,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Translation factors,Tmito,37.4426,0.0,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",ENSG00000168827,Q96RP9,751,2.0,SharedDomain,48.0,2.39,OrthologMitoHighConf,Homolog,50-75pure,chr3,158362316.0,158410360.0,14.0,48.0,643.0,14600000000.0,58.0,all 14,8.9,8.8,8.8,8.9,9.6,8.9,8.3,9.0,9.0,8.7,9.1,8.7,9.2,8.6,Mitochondria (Approved)
25874,70456.0,MPC2,BRP44|SLC54A2,mitochondrial pyruvate carrier 2,MitoCarta3.0,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",MIM,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Pyruvate metabolism | Metabolism > Carbohydrate metabolism > TCA-associated | Small molecule transport,Tmito,37.3563,0.0,1.0,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",ENSG00000143158,O95563,127,5.0,MitoDomain,41.0,3.21,OrthologMitoHighConf,NoHomolog,75-100pure,chr1,167885912.0,167906307.0,14.0,11.0,1602.0,84000000000.0,82.0,all 14,9.6,9.5,9.8,9.4,10.4,10.0,9.5,9.6,9.6,9.5,9.3,9.5,9.3,10.0,
4719,227197.0,NDUFS1,CI-75Kd|CI-75k|MC1DN5|PRO1304,NADH:ubiquinone oxidoreductase core subunit S1,MitoCarta3.0,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits,Tmito,36.8031,0.0,1.0,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++",ENSG00000023228|ENSG00000283447,P28331,741,2.0,MitoDomain,47.0,1.65,NoMitoHomolog,Ortholog,75-100pure,chr2,206987802.0,207024243.0,14.0,61.0,6001.0,488000000000.0,81.0,all 14,10.7,10.5,10.7,10.6,10.9,10.1,10.6,10.7,10.4,10.5,10.4,10.5,10.2,9.9,Mitochondria (Supported)
26589,67308.0,MRPL46,C15orf4|LIECG2|P2ECSL,mitochondrial ribosomal protein L46,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression++, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,36.7746,0.0,1.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression++, MS/MS++",ENSG00000259494,Q9H2W6,279,1.0,SharedDomain,41.0,3.04,OrthologMitoHighConf,NoHomolog,50-75pure,chr15,89002708.0,89010633.0,11.0,16.0,133.0,2490000000.0,52.0,"cerebrum, cerebellum, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, placenta, testis",7.9,7.4,,8.0,8.2,8.4,7.6,,8.2,8.3,8.4,,8.9,8.5,Mitochondria (Supported)
514,67126.0,ATP5F1E,ATP5E|ATPE|MC5DN3,ATP synthase F1 subunit epsilon,MitoCarta3.0,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,36.4978,0.0,1.0,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",ENSG00000124172,P56381,51,4.0,MitoDomain,47.0,0.54,OrthologMitoHighConf,NoHomolog,75-100pure,chr20,57603732.0,57607422.0,14.0,13.0,205.0,16500000000.0,85.0,all 14,9.3,9.0,9.0,7.8,9.5,9.1,8.7,8.7,8.9,9.5,6.8,9.2,8.1,9.1,
5250,18674.0,SLC25A3,OK/SW-cl.48|PHC|PTP,solute carrier family 25 member 3,MitoCarta3.0,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",MIM,Metabolism > Metals and cofactors > Copper metabolism | Signaling > Calcium homeostasis > Calcium cycle | Small molecule transport > SLC25A family,Tmito,36.4978,0.0,1.0,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",ENSG00000075415,Q00325,362,4.0,MitoDomain,50.0,1.22,OrthologMitoHighConf,NoHomolog,75-100pure,chr12,98987402.0,98995778.0,14.0,31.0,5280.0,491000000000.0,76.0,all 14,10.6,10.3,10.8,10.6,10.6,10.2,10.7,10.0,10.4,10.7,10.4,10.5,10.7,10.4,Mitochondria (Supported)
51649,64656.0,MRPS23,CGI-138|COXPD46|HSPC329|MRP-S23,mitochondrial ribosomal protein S23,MitoCarta3.0,"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,36.0922,0.0,1.0,"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",ENSG00000181610,Q9Y3D9,190,5.0,MitoDomain,45.0,1.37,OrthologMitoHighConf,NoHomolog,75-100pure,chr17,55916286.0,55927433.0,14.0,14.0,212.0,5380000000.0,75.0,all 14,8.7,8.5,8.7,8.4,8.5,8.5,8.0,7.6,8.7,8.5,9.2,8.1,8.7,8.3,Mitochondria (Supported)
2271,14194.0,FH,FMRD|HLRCC|HsFH|LRCC|MCL|MCUL1,fumarate hydratase,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > TCA cycle,Tmito,35.7616,0.0,1.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",ENSG00000091483,P07954,510,1.0,SharedDomain,47.0,1.71,HomologMitoHighConf,Homolog,75-100pure,chr1,241660856.0,241683085.0,14.0,42.0,2540.0,169000000000.0,80.0,all 14,9.7,9.0,9.7,9.7,10.4,9.5,10.5,10.0,10.1,10.4,9.9,10.2,10.2,9.5,Mitochondria (Enhanced)
23203,66865.0,PMPCA,Alpha-MPP|CLA1|CPD3|INPP5E|P-55|SCAR2,"peptidase, mitochondrial processing subunit alpha",MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression, MS/MS++",Matrix,"Protein import, sorting and homeostasis > Protein import and sorting > Preprotein cleavage | Protein import, sorting and homeostasis > Protein homeostasis > Proteases",Tmito,35.653,0.0,1.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression, MS/MS++",ENSG00000165688,Q10713,525,1.0,MitoDomain,27.0,-0.55,OrthologMitoHighConf,Homolog,50-75pure,chr9,139305024.0,139318213.0,14.0,31.0,576.0,16000000000.0,66.0,all 14,8.5,8.2,8.2,8.5,9.2,8.4,8.4,8.4,9.4,9.1,8.9,8.7,9.8,9.3,Mitochondria (Enhanced)
506,11947.0,ATP5F1B,ATP5B|ATPMB|ATPSB|HEL-S-271,ATP synthase F1 subunit beta,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,35.6372,0.0,1.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++",ENSG00000110955,P06576,529,1.0,SharedDomain,49.0,,OrthologMitoHighConf,Homolog,75-100pure,chr12,57031958.0,57039852.0,14.0,39.0,17053.0,2400000000000.0,86.0,all 14,11.2,10.9,11.1,11.0,11.4,11.0,11.6,11.2,11.2,11.5,11.1,11.4,11.2,10.7,Mitochondria (Enhanced)
135154,68002.0,SDHAF4,C6orf57|Sdh8,succinate dehydrogenase complex assembly factor 4,MitoCarta3.0,"yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS",Matrix,OXPHOS > Complex II > CII assembly factors | OXPHOS > OXPHOS assembly factors,Tpossible_mito,35.5098,0.0,1.0,"yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS",ENSG00000154079,Q5VUM1,108,4.0,MitoDomain,44.0,1.38,OrthologMitoHighConf,Ortholog,25-50ambig,chr6,71276624.0,71298606.0,2.0,4.0,10.0,148000000.0,38.0,"adipose, testis",,,,,,,,,8.0,,,,,7.7,Mitochondria (Approved)
29796,66152.0,UQCR10,HSPC051|HSPC119|HSPC151|QCR9|UCCR7.2|UCRC,"ubiquinol-cytochrome c reductase, complex III subunit X",MitoCarta3.0,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex III > CIII subunits | OXPHOS > OXPHOS subunits,Tmito,35.3274,0.0,1.0,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",ENSG00000184076,Q9UDW1,63,,MitoDomain,49.0,2.3,OrthologMitoHighConf,NoHomolog,75-100pure,chr22,30163357.0,30166402.0,14.0,12.0,449.0,26700000000.0,98.0,all 14,9.8,9.5,9.6,8.2,9.3,9.2,8.6,8.7,8.9,9.5,7.0,9.0,9.0,9.3,
81689,69046.0,ISCA1,HBLD2|ISA1|MMDS5|hIscA,iron-sulfur cluster assembly 1,MitoCarta3.0,"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, MS/MS++",Matrix,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins,Tmito,35.264,0.0,1.0,"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, MS/MS++",ENSG00000135070,Q9BUE6,129,2.0,MitoDomain,,1.55,OrthologMitoHighConf,Ortholog,75-100pure,chr9,88879462.0,88897490.0,13.0,13.0,117.0,3280000000.0,83.0,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.8,8.5,8.6,8.5,,7.5,7.7,7.3,8.0,7.9,7.9,7.7,8.8,8.8,
8803,20916.0,SUCLA2,A-BETA|A-SCS|LINC00444|MTDPS5|SCS-betaA,succinate-CoA ligase ADP-forming subunit beta,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Carbohydrate metabolism > Itaconate metabolism | Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Tmito,34.9705,0.0,1.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++",ENSG00000136143,Q9P2R7,463,1.0,SharedDomain,39.0,2.1,OrthologMitoLowConf,Homolog,75-100pure,chr13,48516790.0,48575462.0,14.0,43.0,2385.0,145000000000.0,78.0,all 14,9.9,9.4,10.0,9.9,9.9,9.8,10.4,10.0,9.8,10.3,9.7,9.9,9.8,10.4,Mitochondria (Enhanced)
51805,230027.0,COQ3,DHHBMT|DHHBMTASE|UG0215E05|bA9819.1,"coenzyme Q3, methyltransferase",MitoCarta3.0,"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression+, MS/MS+",MIM,Metabolism > Metals and cofactors > Coenzyme Q metabolism,Tmito,34.8329,0.0,1.0,"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression+, MS/MS+",ENSG00000132423,Q9NZJ6,369,2.0,MitoDomain,35.0,0.57,OrthologMitoHighConf,Homolog,25-50pure,chr6,99817347.0,99842082.0,13.0,14.0,138.0,2340000000.0,41.0,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.9,7.6,7.6,8.2,,8.1,8.9,7.5,8.7,8.2,8.3,7.3,7.8,8.2,Mitochondria;Nucleoplasm (Approved)
55699,381314.0,IARS2,CAGSSS|ILERS,"isoleucyl-tRNA synthetase 2, mitochondrial",MitoCarta3.0,"APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++",Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases,Tmito,34.7064,0.0,1.0,"APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++",ENSG00000067704,Q9NSE4,1012,1.0,SharedDomain,42.0,,OrthologMitoHighConf,Homolog,50-75pure,chr1,220267454.0,220321383.0,14.0,68.0,2100.0,104000000000.0,64.0,all 14,10.0,10.0,10.1,9.0,10.1,9.5,9.6,9.7,10.0,9.3,10.0,9.6,9.9,10.1,Mitochondria (Enhanced)
64960,66407.0,MRPS15,DC37|MPR-S15|RPMS15|S15mt,mitochondrial ribosomal protein S15,MitoCarta3.0,"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,34.6309,0.0,1.0,"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++",ENSG00000116898,P82914,257,2.0,SharedDomain,45.0,,OrthologMitoHighConf,Ortholog,50-75pure,chr1,36921361.0,36930040.0,14.0,18.0,157.0,2400000000.0,55.0,all 14,8.4,8.2,8.4,8.0,7.7,8.6,7.6,6.9,8.1,8.2,8.5,7.8,8.6,7.6,Mitochondria (Supported)
3419,67834.0,IDH3A,-,isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha,MitoCarta3.0,"APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > TCA cycle,Tmito,34.6301,0.0,1.0,"APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",ENSG00000166411,P50213,366,4.0,SharedDomain,40.0,2.98,OrthologMitoHighConf,Homolog,50-75pure,chr15,78441718.0,78462884.0,14.0,43.0,3341.0,357000000000.0,70.0,all 14,10.6,10.3,10.8,10.3,10.5,9.4,10.6,10.5,10.5,10.3,10.2,9.9,10.3,9.9,Mitochondria (Enhanced)
1353,69802.0,COX11,COX11P,cytochrome c oxidase copper chaperone COX11,MitoCarta3.0,"literature, APEX_IMS, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS",MIM,OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Copper metabolism | OXPHOS > OXPHOS assembly factors,Tmito,34.5801,0.0,1.0,"literature, APEX_IMS, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS",ENSG00000166260,Q9Y6N1,276,2.0,MitoDomain,27.0,1.38,OrthologMitoHighConf,Ortholog,50-75ambig,chr17,53038566.0,53046064.0,6.0,8.0,24.0,86600000.0,50.0,"cerebrum, cerebellum, spinalcord, skeletalmuscle, largeintestine, placenta",7.2,7.3,,7.2,,,,5.9,,,7.2,,7.3,,
2110,66841.0,ETFDH,ETFQO|MADD,electron transfer flavoprotein dehydrogenase,MitoCarta3.0,"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",MIM,"Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Metals and cofactors > Fe-S-containing proteins | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Electron carriers > Q-linked reactions, other",Tmito,34.3966,0.0,1.0,"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",ENSG00000171503,Q16134,617,,MitoDomain,40.0,2.68,OrthologMitoHighConf,NoHomolog,50-75pure,chr4,159593252.0,159629865.0,14.0,47.0,1837.0,163000000000.0,60.0,all 14,9.5,9.0,9.5,9.4,10.4,10.5,10.5,10.0,10.1,10.1,9.9,10.0,9.8,9.9,
26519,30059.0,TIMM10,TIM10|TIM10A|TIMM10A,translocase of inner mitochondrial membrane 10,MitoCarta3.0,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting",Tmito,34.3966,0.0,1.0,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",ENSG00000134809,P62072,90,,MitoDomain,47.0,2.88,OrthologMitoHighConf,NoHomolog,50-75pure,chr11,57295935.0,57298232.0,12.0,11.0,134.0,2690000000.0,70.0,"cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.7,8.5,8.3,8.0,,8.3,,6.7,8.5,8.7,8.3,7.7,8.2,8.2,Mitochondria (Enhanced)
64981,94065.0,MRPL34,L34mt,mitochondrial ribosomal protein L34,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,34.3813,0.0,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS",ENSG00000130312,Q9BQ48,92,2.0,SharedDomain,47.0,1.75,OrthologMitoHighConf,Ortholog,25-50ambig,chr19,17416476.0,17417652.0,13.0,5.0,62.0,641000000.0,27.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.8,7.5,7.5,6.9,7.3,7.7,7.0,,7.6,8.0,8.1,7.1,7.9,7.9,
51069,27398.0,MRPL2,CGI-22|MRP-L14|RPML14,mitochondrial ribosomal protein L2,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,34.3013,0.0,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",ENSG00000112651,Q5T653,305,3.0,SharedDomain,45.0,0.68,OrthologMitoHighConf,Homolog,50-75pure,chr6,43021766.0,43027242.0,8.0,18.0,81.0,978000000.0,58.0,"spinalcord, liver, heart, adipose, smallintestine, largeintestine, placenta, testis",,,,7.4,,7.6,7.6,,8.0,7.4,8.4,,8.5,8.3,Mitochondria (Approved)
593,12039.0,BCKDHA,BCKDE1A|MSU|MSUD1|OVD1A,branched chain keto acid dehydrogenase E1 subunit alpha,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS++",MIM,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex,Tmito,34.1724,0.0,1.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS++",ENSG00000248098,P12694,445,1.0,MitoDomain,32.0,,OrthologMitoLowConf,Homolog,50-75pure,chr19,41903693.0,41930910.0,11.0,27.0,204.0,8020000000.0,71.0,"cerebrum, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis",7.4,,,7.1,8.8,9.3,8.6,7.8,9.3,,7.8,9.5,7.5,8.0,
7388,66576.0,UQCRH,QCR6|UQCR8,ubiquinol-cytochrome c reductase hinge protein,MitoCarta3.0,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex III > CIII subunits | OXPHOS > OXPHOS subunits,Tmito,34.0633,0.0,1.0,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",ENSG00000173660,P07919,91,,MitoDomain,43.0,0.94,OrthologMitoHighConf,NoHomolog,75-100pure,chr1,46769379.0,46782447.0,14.0,13.0,390.0,40300000000.0,87.0,all 14,9.4,9.3,9.6,9.2,8.7,9.3,9.5,9.1,9.6,9.9,9.7,9.4,9.2,9.4,
192286,67044.0,HIGD2A,RCF1b,HIG1 hypoxia inducible domain family member 2A,MitoCarta3.0,"APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly,Tmito,34.0633,0.0,1.0,"APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",ENSG00000146066,Q9BW72,106,,MitoDomain,42.0,0.99,OrthologMitoHighConf,NoHomolog,75-100pure,chr5,175815783.0,175816751.0,14.0,8.0,212.0,3290000000.0,91.0,all 14,8.6,8.6,8.1,8.2,8.5,7.7,8.0,7.6,7.6,8.0,9.0,8.5,8.1,7.5,Mitochondria (Supported)
539,28080.0,ATP5PO,ATP5O|ATPO|HMC08D05|OSCP,ATP synthase peripheral stalk subunit OSCP,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,34.0,0.0,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, MS/MS++",ENSG00000241837,P48047,213,2.0,MitoDomain,,1.34,OrthologMitoHighConf,Ortholog,75-100pure,chr21,35275756.0,35288158.0,14.0,34.0,2965.0,714000000000.0,85.0,all 14,10.9,10.8,11.0,10.6,10.8,10.7,10.9,10.2,10.5,10.7,10.7,10.6,10.5,10.2,Mitochondria (Enhanced)
1892,93747.0,ECHS1,ECHS1D|SCEH,"enoyl-CoA hydratase, short chain 1",MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++",Matrix,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Lysine metabolism,Tmito,33.7065,0.0,1.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++",ENSG00000127884,P30084,290,1.0,SharedDomain,30.0,0.96,OrthologMitoLowConf,Homolog,75-100pure,chr10,135175986.0,135186908.0,14.0,31.0,1830.0,211000000000.0,84.0,all 14,10.2,9.8,10.3,10.0,10.2,10.6,10.3,8.8,10.5,9.9,10.1,10.1,10.0,10.1,Mitochondria (Enhanced)
