Symbol,SubMitoLocalization_raw,MitoPathway_raw,SubMitoLocalization,MitoPathway
ATP5ME,MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits | Mitochondrial dynamics and surveillance > Cristae formation,MIM,OXPHOS > Complex V > CV subunits
ATP5ME,MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits | Mitochondrial dynamics and surveillance > Cristae formation,MIM,OXPHOS > OXPHOS subunits
ATP5ME,MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits | Mitochondrial dynamics and surveillance > Cristae formation,MIM,Mitochondrial dynamics and surveillance > Cristae formation
OPA1,MIM,Mitochondrial dynamics and surveillance > Fusion | Mitochondrial dynamics and surveillance > Cristae formation,MIM,Mitochondrial dynamics and surveillance > Fusion
OPA1,MIM,Mitochondrial dynamics and surveillance > Fusion | Mitochondrial dynamics and surveillance > Cristae formation,MIM,Mitochondrial dynamics and surveillance > Cristae formation
AUH,Matrix,Metabolism > Carbohydrate metabolism > Itaconate metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,Matrix,Metabolism > Carbohydrate metabolism > Itaconate metabolism
AUH,Matrix,Metabolism > Carbohydrate metabolism > Itaconate metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,Matrix,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism
SUCLG1,Matrix,Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Carbohydrate metabolism > Itaconate metabolism | Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Matrix,Metabolism > Carbohydrate metabolism > TCA cycle
SUCLG1,Matrix,Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Carbohydrate metabolism > Itaconate metabolism | Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Matrix,Metabolism > Carbohydrate metabolism > Itaconate metabolism
SUCLG1,Matrix,Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Carbohydrate metabolism > Itaconate metabolism | Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
NDUFV2,MIM,OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex I > CI subunits
NDUFV2,MIM,OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits,MIM,Metabolism > Metals and cofactors > Fe-S-containing proteins
NDUFV2,MIM,OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
COQ6,MIM,Metabolism > Metals and cofactors > Coenzyme Q metabolism,MIM,Metabolism > Metals and cofactors > Coenzyme Q metabolism
MRPL43,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome
ABHD11,Matrix,Metabolism > Carbohydrate metabolism > TCA-associated,Matrix,Metabolism > Carbohydrate metabolism > TCA-associated
ATP5PF,MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex V > CV subunits
ATP5PF,MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
NDUFB8,MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex I > CI subunits
NDUFB8,MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
LONP1,Matrix,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases",Matrix,Protein import
LONP1,Matrix,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases",Matrix,sorting and homeostasis > Protein homeostasis > Proteases
DLD,Matrix,Metabolism > Carbohydrate metabolism > Pyruvate metabolism | Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Amino acid metabolism > Glycine cleavage system,Matrix,Metabolism > Carbohydrate metabolism > Pyruvate metabolism
DLD,Matrix,Metabolism > Carbohydrate metabolism > Pyruvate metabolism | Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Amino acid metabolism > Glycine cleavage system,Matrix,Metabolism > Carbohydrate metabolism > TCA cycle
DLD,Matrix,Metabolism > Carbohydrate metabolism > Pyruvate metabolism | Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Amino acid metabolism > Glycine cleavage system,Matrix,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism
DLD,Matrix,Metabolism > Carbohydrate metabolism > Pyruvate metabolism | Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Amino acid metabolism > Glycine cleavage system,Matrix,Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex
DLD,Matrix,Metabolism > Carbohydrate metabolism > Pyruvate metabolism | Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Amino acid metabolism > Glycine cleavage system,Matrix,Metabolism > Amino acid metabolism > Lysine metabolism
DLD,Matrix,Metabolism > Carbohydrate metabolism > Pyruvate metabolism | Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Amino acid metabolism > Glycine cleavage system,Matrix,Metabolism > Amino acid metabolism > Glycine metabolism
DLD,Matrix,Metabolism > Carbohydrate metabolism > Pyruvate metabolism | Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Amino acid metabolism > Glycine cleavage system,Matrix,Metabolism > Amino acid metabolism > Glycine cleavage system
AIFM1,MIM,"Protein import, sorting and homeostasis > Protein import and sorting > MIA40 | OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors | Mitochondrial dynamics and surveillance > Apoptosis",MIM,Protein import
AIFM1,MIM,"Protein import, sorting and homeostasis > Protein import and sorting > MIA40 | OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors | Mitochondrial dynamics and surveillance > Apoptosis",MIM,sorting and homeostasis > Protein import and sorting > MIA40 | OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors | Mitochondrial dynamics and surveillance > Apoptosis
ECHDC3,Matrix,0,Matrix,0
APOOL,MIM,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex,MIM,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex
MRPL10,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome
MRRF,Matrix,Mitochondrial central dogma > Translation > Translation factors,Matrix,Mitochondrial central dogma > Translation > Translation factors
NDUFS8,MIM,OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex I > CI subunits
NDUFS8,MIM,OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits,MIM,Metabolism > Metals and cofactors > Fe-S-containing proteins
NDUFS8,MIM,OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
ACADM,Matrix,Metabolism > Lipid metabolism > Fatty acid oxidation,Matrix,Metabolism > Lipid metabolism > Fatty acid oxidation
IMMT,MIM,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex,MIM,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex
TIMM9,MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting",MIM,Protein import
TIMM9,MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting",MIM,sorting and homeostasis > Protein homeostasis > Chaperones | Protein import
TIMM9,MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting",MIM,sorting and homeostasis > Protein import and sorting
SLC25A4,MIM,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport > SLC25A family,MIM,Metabolism > Nucleotide metabolism > Nucleotide import
SLC25A4,MIM,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport > SLC25A family,MIM,Signaling > Calcium homeostasis > Mitochondrial permeability transition pore
SLC25A4,MIM,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport > SLC25A family,MIM,Small molecule transport > SLC25A family
SAMM50,MOM,"Protein import, sorting and homeostasis > Protein import and sorting > SAM | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions",MOM,Protein import
SAMM50,MOM,"Protein import, sorting and homeostasis > Protein import and sorting > SAM | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions",MOM,sorting and homeostasis > Protein import and sorting > SAM | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions
NDUFS2,MIM,OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex I > CI subunits
NDUFS2,MIM,OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits,MIM,Metabolism > Metals and cofactors > Fe-S-containing proteins
NDUFS2,MIM,OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
NDUFV1,MIM,OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex I > CI subunits
NDUFV1,MIM,OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits,MIM,Metabolism > Metals and cofactors > Fe-S-containing proteins
NDUFV1,MIM,OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
ACO2,Matrix,Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Metals and cofactors > Fe-S-containing proteins,Matrix,Metabolism > Carbohydrate metabolism > TCA cycle
ACO2,Matrix,Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Metals and cofactors > Fe-S-containing proteins,Matrix,Metabolism > Metals and cofactors > Fe-S-containing proteins
SUPV3L1,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules
SUPV3L1,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay
FECH,MIM,Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S-containing proteins,MIM,Metabolism > Metals and cofactors > Heme synthesis and processing
FECH,MIM,Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S-containing proteins,MIM,Metabolism > Metals and cofactors > Fe-S-containing proteins
MTIF2,Matrix,Mitochondrial central dogma > Translation > Translation factors,Matrix,Mitochondrial central dogma > Translation > Translation factors
PHB,MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones",MIM,Protein import
PHB,MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones",MIM,sorting and homeostasis > Protein homeostasis > Chaperones
HIBCH,Matrix,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,Matrix,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism
MRPS2,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome
HSPA9,Matrix,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis,Matrix,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis
SURF1,MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > Complex IV > CIV assembly factors
SURF1,MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > OXPHOS assembly factors
PRDX3,Matrix,Metabolism > Detoxification > ROS and glutathione metabolism,Matrix,Metabolism > Detoxification > ROS and glutathione metabolism
GHITM,MIM,Mitochondrial dynamics and surveillance > Apoptosis,MIM,Mitochondrial dynamics and surveillance > Apoptosis
GUF1,Matrix,Mitochondrial central dogma > Translation,Matrix,Mitochondrial central dogma > Translation
TIMM13,MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting",MIM,Protein import
TIMM13,MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting",MIM,sorting and homeostasis > Protein homeostasis > Chaperones | Protein import
TIMM13,MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting",MIM,sorting and homeostasis > Protein import and sorting
LYRM4,Matrix,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis,Matrix,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis
MRPL16,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome
MRPL40,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome
IDH3G,Matrix,Metabolism > Carbohydrate metabolism > TCA cycle,Matrix,Metabolism > Carbohydrate metabolism > TCA cycle
SDHC,MIM,OXPHOS > Complex II > CII subunits | Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Metals and cofactors > Heme-containing proteins | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex II > CII subunits
SDHC,MIM,OXPHOS > Complex II > CII subunits | Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Metals and cofactors > Heme-containing proteins | OXPHOS > OXPHOS subunits,MIM,Metabolism > Carbohydrate metabolism > TCA cycle
SDHC,MIM,OXPHOS > Complex II > CII subunits | Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Metals and cofactors > Heme-containing proteins | OXPHOS > OXPHOS subunits,MIM,Metabolism > Metals and cofactors > Heme-containing proteins
